0.00874
8.7487
17.489
26.229
34.969
43.709
52.449
61.189
69.929
78.669
87.409
96.149
104.89
113.63
122.37
131.11
139.85
148.59
157.33
166.07
174.81
183.55
192.29
201.03
209.77
218.51
227.25
235.99
244.73
253.47
262.21
270.95
279.69
288.43
297.17
305.91
314.65
323.39
332.13
340.87
349.61
358.35
367.09
375.83
384.57
393.31
402.05
410.79
419.53
